Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 34.68      4.39     4.39    22419     0.00     0.00  boost::numeric::ublas::c_vector<double, 3ul>::operator()(unsigned long) const
 19.75      6.89     2.50        3     0.83     0.83  boost::numeric::ublas::c_vector<double, 3ul>::operator()(unsigned long)
 16.19      8.94     2.05     7473     0.00     0.00  unsigned long boost::numeric::ublas::same_impl_ex<unsigned long>(unsigned long const&, unsigned long const&, char const*, int)
 10.51     10.27     1.33                             _init
  5.29     10.94     0.67 40388425     0.00     0.00  boost::detail::sp_counted_base::release()
  5.13     11.59     0.65 57559825     0.00     0.00  boost::detail::shared_count::shared_count(boost::detail::shared_count const&)
  2.05     11.85     0.26 18718364     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::IsRealCell()
  1.11     11.99     0.14     1733     0.00     0.00  boost::shared_ptr<AbstractCellProperty>::operator->() const
  1.11     12.13     0.14      100     0.00     0.02  AbstractCellPopulation<3u, 3u>::Iterator::operator++()
  0.79     12.23     0.10 18723548     0.00     0.00  boost::shared_ptr<Cell>::operator->() const
  0.79     12.33     0.10    15115     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::Iterator(AbstractCellPopulation<3u, 3u>&, std::_List_iterator<boost::shared_ptr<Cell> >)
  0.63     12.41     0.08        1     0.08     0.29  AbstractCellPopulation<3u, 3u>::Iterator::operator*()
  0.47     12.47     0.06 57548381     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::IsAtEnd()
  0.47     12.53     0.06     1728     0.00     0.00  std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*)
  0.39     12.58     0.05 18718364     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::operator->()
  0.32     12.62     0.04     2482     0.00     0.00  boost::numeric::ublas::zero_vector<double, std::allocator<double> >::const_iterator::operator==(boost::numeric::ublas::zero_vector<double, std::allocator<double> >::const_iterator const&) const
  0.24     12.65     0.03  2934847     0.00     0.00  std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_drop_node(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*)
  0.08     12.66     0.01        1     0.01     0.01  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
  0.00     12.66     0.00    21151     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00     12.66     0.00    14946     0.00     0.00  boost::numeric::ublas::unbounded_array<double, std::allocator<double> >::operator[](unsigned long)
  0.00     12.66     0.00    14946     0.00     0.00  boost::numeric::ublas::unbounded_array<double, std::allocator<double> >::operator[](unsigned long) const
  0.00     12.66     0.00    14879     0.00     0.00  boost::detail::sp_counted_base::weak_release()
  0.00     12.66     0.00    14879     0.00     0.00  boost::detail::sp_counted_base::destroy()
  0.00     12.66     0.00     7473     0.00     0.00  boost::numeric::ublas::vector_binary<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::scalar_minus<double, double> >::operator()(unsigned long) const
  0.00     12.66     0.00     7428     0.00     0.00  boost::detail::weak_count::use_count() const
  0.00     12.66     0.00     4982     0.00     0.00  boost::mpl::if_c<boost::is_integral<double>::value, double, double>::type (anonymous namespace)::boost_numeric_ublas_sqrt<double>(double const&)
  0.00     12.66     0.00     2491     0.00     0.00  boost::numeric::ublas::unbounded_array<double, std::allocator<double> >::unbounded_array(unsigned long, std::allocator<double> const&)
  0.00     12.66     0.00     2491     0.00     0.00  boost::numeric::ublas::unbounded_array<double, std::allocator<double> >::~unbounded_array()
