Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 57.20      0.68     0.68     7467     0.00     0.00  unsigned long boost::numeric::ublas::same_impl_ex<unsigned long>(unsigned long const&, unsigned long const&, char const*, int)
 27.12      0.99     0.32    15215     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::IsRealCell()
 11.02      1.12     0.13                             boost::detail::sp_counted_base::release()
  2.54      1.16     0.03    15115     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::Iterator(AbstractCellPopulation<3u, 3u>&, std::_List_iterator<boost::shared_ptr<Cell> >)
  2.12      1.18     0.03                             boost::numeric::ublas::zero_vector<double, std::allocator<double> >::const_iterator::operator*() const
  0.00      1.18     0.00     8565     0.00     0.00  boost::detail::sp_counted_base::destroy()
  0.00      1.18     0.00     4978     0.00     0.00  boost::mpl::if_c<boost::is_integral<double>::value, double, double>::type (anonymous namespace)::boost_numeric_ublas_sqrt<double>(double const&)
  0.00      1.18     0.00     2489     0.00     0.00  void boost::numeric::ublas::indexing_vector_assign<boost::numeric::ublas::scalar_assign, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::c_vector<double, 3ul> >(boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >&, boost::numeric::ublas::vector_expression<boost::numeric::ublas::c_vector<double, 3ul> > const&)
  0.00      1.18     0.00     2489     0.00     0.00  bool boost::numeric::ublas::detail::expression_type_check<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > >(boost::numeric::ublas::vector_expression<boost::numeric::ublas::c_vector<double, 3ul> > const&, boost::numeric::ublas::vector_expression<boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > > const&)
  0.00      1.18     0.00     2489     0.00     0.00  bool boost::numeric::ublas::detail::equals<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, double>(boost::numeric::ublas::vector_expression<boost::numeric::ublas::c_vector<double, 3ul> > const&, boost::numeric::ublas::vector_expression<boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > > const&, double, double)
  0.00      1.18     0.00     2489     0.00     0.00  boost::numeric::ublas::vector_scalar_unary_traits<boost::numeric::ublas::vector_binary<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::scalar_minus<double, double> >, boost::numeric::ublas::vector_norm_inf<boost::numeric::ublas::vector_binary<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::scalar_minus<double, double> > > >::result_type boost::numeric::ublas::norm_inf<boost::numeric::ublas::vector_binary<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::scalar_minus<double, double> > >(boost::numeric::ublas::vector_expression<boost::numeric::ublas::vector_binary<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::scalar_minus<double, double> > > const&)
  0.00      1.18     0.00     2489     0.00     0.00  boost::numeric::ublas::vector_scalar_unary_traits<boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::vector_norm_inf<boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > > >::result_type boost::numeric::ublas::norm_inf<boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > >(boost::numeric::ublas::vector_expression<boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > > const&)
  0.00      1.18     0.00     2489     0.00     0.00  boost::numeric::ublas::vector_scalar_unary_traits<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector_norm_inf<boost::numeric::ublas::c_vector<double, 3ul> > >::result_type boost::numeric::ublas::norm_inf<boost::numeric::ublas::c_vector<double, 3ul> >(boost::numeric::ublas::vector_expression<boost::numeric::ublas::c_vector<double, 3ul> > const&)
  0.00      1.18     0.00     2489     0.00     0.00  boost::numeric::ublas::vector_binary_traits<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::scalar_minus<boost::numeric::ublas::c_vector<double, 3ul>::value_type, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >::value_type> >::result_type boost::numeric::ublas::operator-<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > >(boost::numeric::ublas::vector_expression<boost::numeric::ublas::c_vector<double, 3ul> > const&, boost::numeric::ublas::vector_expression<boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > > > const&)
  0.00      1.18     0.00     2480     0.00     0.00  void boost::numeric::ublas::vector_assign<boost::numeric::ublas::scalar_assign, boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::zero_vector<double, std::allocator<double> > >(boost::numeric::ublas::c_vector<double, 3ul>&, boost::numeric::ublas::vector_expression<boost::numeric::ublas::zero_vector<double, std::allocator<double> > > const&, boost::numeric::ublas::sparse_tag)
  0.00      1.18     0.00     2480     0.00     0.00  void boost::numeric::ublas::indexing_vector_assign<boost::numeric::ublas::scalar_assign, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::zero_vector<double, std::allocator<double> > >(boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >&, boost::numeric::ublas::vector_expression<boost::numeric::ublas::zero_vector<double, std::allocator<double> > > const&)
  0.00      1.18     0.00     2476     0.00     0.00  boost::detail::sp_counted_impl_p<Cell>::~sp_counted_impl_p()
  0.00      1.18     0.00     1728     0.00     0.00  boost::shared_ptr<AbstractCellProperty> CellPropertyRegistry::Get<WildTypeCellMutationState>()
  0.00      1.18     0.00     1728     0.00     0.00  Node<3u>*& std::vector<Node<3u>*, std::allocator<Node<3u>*> >::emplace_back<Node<3u>*>(Node<3u>*&&)
  0.00      1.18     0.00     1728     0.00     0.00  std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*)
  0.00      1.18     0.00     1124     0.00     0.00  boost::detail::sp_counted_impl_p<Cell>::dispose()
  0.00      1.18     0.00       14     0.00     0.00  CxxTest::ErrorPrinter::Adapter::operator<<(char const*)
  0.00      1.18     0.00       12     0.00     0.00  CxxTest::TestTracker::tracker()
  0.00      1.18     0.00       12     0.00     0.00  CxxTest::Link::active() const
  0.00      1.18     0.00       12     0.00     0.00  void std::vector<Node<3u>*, std::allocator<Node<3u>*> >::_M_realloc_insert<Node<3u>*>(__gnu_cxx::__normal_iterator<Node<3u>**, std::vector<Node<3u>*, std::allocator<Node<3u>*> > >, Node<3u>*&&)
  0.00      1.18     0.00        9     0.00     0.00  CxxTest::TestTracker::dummyWorld() const
  0.00      1.18     0.00        8     0.00     0.00  CxxTest::TestTracker::dummySuite() const
  0.00      1.18     0.00        8     0.00     0.00  CxxTest::DummyWorldDescription::suiteDescription(unsigned int) const
  0.00      1.18     0.00        7     0.00     0.00  CxxTest::Link::Link()
  0.00      1.18     0.00        7     0.00     0.00  CxxTest::Link::~Link()
  0.00      1.18     0.00        6     0.00     0.00  CxxTest::TestTracker::setTest(CxxTest::TestDescription const*)
  0.00      1.18     0.00        6     0.00     0.00  CxxTest::ErrorPrinter::Adapter::flush()
  0.00      1.18     0.00        6     0.00     0.00  CxxTest::List::head()
