Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 33.25      4.06     4.06    22419     0.00     0.00  boost::numeric::ublas::c_vector<double, 3ul>::operator()(unsigned long) const
 20.15      6.52     2.46        3     0.82     0.82  boost::numeric::ublas::c_vector<double, 3ul>::operator()(unsigned long)
 15.15      8.37     1.85     7473     0.00     0.00  unsigned long boost::numeric::ublas::same_impl_ex<unsigned long>(unsigned long const&, unsigned long const&, char const*, int)
 10.89      9.70     1.33                             _init
  7.70     10.64     0.94 57559825     0.00     0.00  boost::detail::shared_count::shared_count(boost::detail::shared_count const&)
  4.42     11.18     0.54 40388425     0.00     0.00  boost::detail::sp_counted_base::release()
  2.38     11.47     0.29 18718364     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::IsRealCell()
  1.15     11.61     0.14      100     0.00     0.02  AbstractCellPopulation<3u, 3u>::Iterator::operator++()
  0.98     11.73     0.12 18723548     0.00     0.00  boost::shared_ptr<Cell>::operator->() const
  0.82     11.83     0.10    15115     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::Iterator(AbstractCellPopulation<3u, 3u>&, std::_List_iterator<boost::shared_ptr<Cell> >)
  0.74     11.92     0.09     1733     0.00     0.00  boost::shared_ptr<AbstractCellProperty>::operator->() const
  0.57     11.99     0.07 18718364     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::operator->()
  0.49     12.05     0.06 57548381     0.00     0.00  AbstractCellPopulation<3u, 3u>::Iterator::IsAtEnd()
  0.49     12.11     0.06     1728     0.00     0.00  std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*)
  0.33     12.15     0.04        1     0.04     0.34  AbstractCellPopulation<3u, 3u>::Iterator::operator*()
  0.16     12.17     0.02  2934847     0.00     0.00  std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_drop_node(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*)
  0.16     12.19     0.02     2482     0.00     0.00  boost::numeric::ublas::zero_vector<double, std::allocator<double> >::const_iterator::operator==(boost::numeric::ublas::zero_vector<double, std::allocator<double> >::const_iterator const&) const
  0.08     12.20     0.01     2476     0.00     0.00  void boost::enable_shared_from_this<Cell>::_internal_accept_owner<Cell, Cell>(boost::shared_ptr<Cell> const*, Cell*) const
  0.08     12.21     0.01     1728     0.00     0.00  bool AbstractCellProperty::IsType<WildTypeCellMutationState>() const
  0.00     12.21     0.00    21151     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.00     12.21     0.00    14946     0.00     0.00  boost::numeric::ublas::unbounded_array<double, std::allocator<double> >::operator[](unsigned long)
  0.00     12.21     0.00    14946     0.00     0.00  boost::numeric::ublas::unbounded_array<double, std::allocator<double> >::operator[](unsigned long) const
  0.00     12.21     0.00    14879     0.00     0.00  boost::detail::sp_counted_base::weak_release()
  0.00     12.21     0.00    14879     0.00     0.00  boost::detail::sp_counted_base::destroy()
  0.00     12.21     0.00     7473     0.00     0.00  boost::numeric::ublas::vector_binary<boost::numeric::ublas::c_vector<double, 3ul>, boost::numeric::ublas::vector<double, boost::numeric::ublas::unbounded_array<double, std::allocator<double> > >, boost::numeric::ublas::scalar_minus<double, double> >::operator()(unsigned long) const
  0.00     12.21     0.00     7428     0.00     0.00  boost::detail::weak_count::use_count() const
