Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 99.43      1.73     1.73       23     0.08     0.08  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.57      1.74     0.01                             _init
  0.00      1.74     0.00    83424     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      1.74     0.00    41710     0.00     0.00  double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      1.74     0.00       14     0.00     0.00  CxxTest::ErrorPrinter::Adapter::operator<<(char const*)
  0.00      1.74     0.00       13     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.74     0.00       12     0.00     0.00  CxxTest::TestTracker::tracker()
  0.00      1.74     0.00       12     0.00     0.00  CxxTest::Link::active() const
  0.00      1.74     0.00        9     0.00     0.00  CxxTest::TestTracker::dummyWorld() const
  0.00      1.74     0.00        9     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
  0.00      1.74     0.00        8     0.00     0.00  boost::detail::sp_counted_base::destroy()
  0.00      1.74     0.00        8     0.00     0.00  boost::detail::sp_counted_impl_p<SimpleStimulus>::~sp_counted_impl_p()
  0.00      1.74     0.00        8     0.00     0.00  boost::detail::sp_counted_impl_p<BoundaryConditionsContainer<3u, 3u, 2u> >::~sp_counted_impl_p()
  0.00      1.74     0.00        8     0.00     0.00  CxxTest::TestTracker::dummySuite() const
  0.00      1.74     0.00        8     0.00     0.00  CxxTest::DummyWorldDescription::suiteDescription(unsigned int) const
  0.00      1.74     0.00        8     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)
  0.00      1.74     0.00        8     0.00     0.00  void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&)
  0.00      1.74     0.00        7     0.00     0.00  CxxTest::Link::Link()
  0.00      1.74     0.00        7     0.00     0.00  CxxTest::Link::~Link()
  0.00      1.74     0.00        6     0.00     0.00  CxxTest::TestTracker::setTest(CxxTest::TestDescription const*)
  0.00      1.74     0.00        6     0.00     0.00  CxxTest::ErrorPrinter::Adapter::flush()
  0.00      1.74     0.00        6     0.00     0.00  CxxTest::List::head()
  0.00      1.74     0.00        6     0.00     0.00  CxxTest::TestTracker::fixTest(CxxTest::TestDescription const*) const
  0.00      1.74     0.00        5     0.00     0.00  CxxTest::ErrorPrinter::Adapter::operator<<(void (*)(CxxTest::OutputStream&))
  0.00      1.74     0.00        5     0.00     0.00  CxxTest::TestTracker::dummyTest() const
  0.00      1.74     0.00        5     0.00     0.00  CxxTest::DummySuiteDescription::testDescription(unsigned int) const
  0.00      1.74     0.00        4     0.00     0.00  void SetConductivities<3u>(BidomainProblem<3u>&)
  0.00      1.74     0.00        4     0.00     0.00  SpaceConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::GiveUpConvergence()
  0.00      1.74     0.00        4     0.00     0.00  PlaneStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u, 3u>::PlaneStimulusCellFactory(double, double)
  0.00      1.74     0.00        4     0.00     0.00  AbstractConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::DisplayRun()
  0.00      1.74     0.00        4     0.00     0.00  GeneralPlaneStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u, 3u>::~GeneralPlaneStimulusCellFactory()
  0.00      1.74     0.00        4     0.00     0.00  boost::detail::sp_counted_base::release()
  0.00      1.74     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<SimpleStimulus>::dispose()
  0.00      1.74     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<EulerIvpOdeSolver>::~sp_counted_impl_p()
  0.00      1.74     0.00        4     0.00     0.00  boost::detail::sp_counted_impl_p<BoundaryConditionsContainer<3u, 3u, 2u> >::dispose()
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::TestTracker::setSuite(CxxTest::SuiteDescription const*)
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::ErrorFormatter::endl(CxxTest::OutputStream&)
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::setMaxDumpSize(unsigned int)
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::Link::next()
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::TestTracker::fixSuite(CxxTest::SuiteDescription const*) const
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::RealTestDescription::suite() const
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::StaticSuiteDescription::suite() const
  0.00      1.74     0.00        4     0.00     0.00  CxxTest::Link::next() const
  0.00      1.74     0.00        3     0.00     0.00  SpaceConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::UpdateConvergenceParameters()
  0.00      1.74     0.00        3     0.00     0.00  SpaceConvergenceTester<CellLuoRudy1991FromCellMLBackwardEulerOpt, BidomainProblem<3u>, 3u, 2u>::Abscissa()
  0.00      1.74     0.00        3     0.00     0.00  CxxTest::TestTracker::setListener(CxxTest::TestListener*)
  0.00      1.74     0.00        3     0.00     0.00  CxxTest::maxDumpSize()
  0.00      1.74     0.00        3     0.00     0.00  CxxTest::RealWorldDescription::suites()
  0.00      1.74     0.00        3     0.00     0.00  CxxTest::Link::attach(CxxTest::List&)
  0.00      1.74     0.00        2     0.00     0.00  CxxTest::TestTracker::setWorld(CxxTest::WorldDescription const*)
  0.00      1.74     0.00        2     0.00     0.00  CxxTest::GlobalFixture::lastGlobalFixture()
  0.00      1.74     0.00        2     0.00     0.00  CxxTest::GlobalFixture::nextGlobalFixture()
  0.00      1.74     0.00        2     0.00     0.00  CxxTest::GlobalFixture::prevGlobalFixture()
