Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 99.35      1.54     1.54       23     0.07     0.07  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.32      1.54     0.01                             ZeroStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u>::CreateCardiacCellForTissueNode(Node<3u>*)
  0.32      1.55     0.01                             PlaneStimulusCellFactory<CellLuoRudy1991FromCellMLBackwardEulerOpt, 3u, 3u>::CreateCardiacCellForTissueNode(Node<3u>*)
  0.00      1.55     0.00    83424     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      1.55     0.00    41710     0.00     0.00  double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      1.55     0.00       14     0.00     0.00  CxxTest::ErrorPrinter::Adapter::operator<<(char const*)
  0.00      1.55     0.00       13     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.55     0.00       12     0.00     0.00  CxxTest::TestTracker::tracker()
  0.00      1.55     0.00       12     0.00     0.00  CxxTest::Link::active() const
  0.00      1.55     0.00        9     0.00     0.00  CxxTest::TestTracker::dummyWorld() const
  0.00      1.55     0.00        9     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
  0.00      1.55     0.00        8     0.00     0.00  boost::detail::sp_counted_base::destroy()
  0.00      1.55     0.00        8     0.00     0.00  boost::detail::sp_counted_impl_p<SimpleStimulus>::~sp_counted_impl_p()
  0.00      1.55     0.00        8     0.00     0.00  boost::detail::sp_counted_impl_p<BoundaryConditionsContainer<3u, 3u, 2u> >::~sp_counted_impl_p()
  0.00      1.55     0.00        8     0.00     0.00  CxxTest::TestTracker::dummySuite() const
